#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Tadh-wf-g347	10224.XP_006824333.1	3.65e-207	629.0	COG0666@1|root,KOG4591@1|root,KOG0504@2759|Eukaryota,KOG4591@2759|Eukaryota,38BKV@33154|Opisthokonta,3BAAK@33208|Metazoa,3CZ3M@33213|Bilateria	33208|Metazoa	T	positive regulation of pinocytosis	ANKFY1	GO:0000902,GO:0000904,GO:0002064,GO:0003382,GO:0003674,GO:0005488,GO:0005515,GO:0005543,GO:0005545,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005769,GO:0005773,GO:0006810,GO:0006892,GO:0006896,GO:0006897,GO:0006906,GO:0006996,GO:0007034,GO:0007041,GO:0007275,GO:0008150,GO:0008289,GO:0009653,GO:0009790,GO:0009888,GO:0009987,GO:0010008,GO:0012505,GO:0016020,GO:0016043,GO:0016050,GO:0016192,GO:0016197,GO:0016482,GO:0017016,GO:0017137,GO:0019899,GO:0030100,GO:0030154,GO:0030855,GO:0031090,GO:0031267,GO:0031410,GO:0031982,GO:0032501,GO:0032502,GO:0032879,GO:0032989,GO:0034058,GO:0035091,GO:0042147,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044352,GO:0044354,GO:0044422,GO:0044424,GO:0044433,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0045807,GO:0046907,GO:0048193,GO:0048284,GO:0048468,GO:0048518,GO:0048522,GO:0048548,GO:0048549,GO:0048598,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051020,GO:0051049,GO:0051050,GO:0051128,GO:0051130,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0060429,GO:0060627,GO:0061024,GO:0061025,GO:0065007,GO:0071840,GO:0090160,GO:0090174,GO:0097708,GO:0098588,GO:0098657,GO:0098805,GO:1901981	2.3.2.23	ko:K10575,ko:K20129	ko04120,ko04141,ko05012,map04120,map04141,map05012	-	-	-	ko00000,ko00001,ko01000,ko04121,ko04131	-	-	-	Ank,Ank_2,Ank_3,Ank_4,BTB,FYVE
Tadh-wf-g348	9371.XP_004716214.1	5e-68	236.0	COG0666@1|root,KOG4591@1|root,KOG0504@2759|Eukaryota,KOG4591@2759|Eukaryota,38BKV@33154|Opisthokonta,3BAAK@33208|Metazoa,3CZ3M@33213|Bilateria,481KN@7711|Chordata,48X1X@7742|Vertebrata,3J5DI@40674|Mammalia,34VIX@311790|Afrotheria	33208|Metazoa	S	Ankyrin repeat and FYVE domain-containing protein 1	ANKFY1	GO:0000902,GO:0000904,GO:0002064,GO:0003382,GO:0003674,GO:0005488,GO:0005515,GO:0005543,GO:0005545,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005769,GO:0005773,GO:0006810,GO:0006892,GO:0006896,GO:0006897,GO:0006906,GO:0006996,GO:0007034,GO:0007041,GO:0007275,GO:0008150,GO:0008289,GO:0009653,GO:0009790,GO:0009888,GO:0009987,GO:0010008,GO:0012505,GO:0016020,GO:0016043,GO:0016050,GO:0016192,GO:0016197,GO:0016482,GO:0017016,GO:0017137,GO:0019899,GO:0030100,GO:0030154,GO:0030855,GO:0031090,GO:0031267,GO:0031410,GO:0031982,GO:0032501,GO:0032502,GO:0032879,GO:0032989,GO:0034058,GO:0035091,GO:0042147,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044352,GO:0044354,GO:0044422,GO:0044424,GO:0044433,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0045807,GO:0046907,GO:0048193,GO:0048284,GO:0048468,GO:0048518,GO:0048522,GO:0048548,GO:0048549,GO:0048598,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051020,GO:0051049,GO:0051050,GO:0051128,GO:0051130,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0060429,GO:0060627,GO:0061024,GO:0061025,GO:0065007,GO:0071840,GO:0090160,GO:0090174,GO:0097708,GO:0098588,GO:0098657,GO:0098805,GO:1901981	2.3.2.23	ko:K10575,ko:K20129	ko04120,ko04141,ko05012,map04120,map04141,map05012	-	-	-	ko00000,ko00001,ko01000,ko04121,ko04131	-	-	-	Ank,Ank_2,Ank_3,Ank_4,BTB,FYVE
Tadh-TriadG17632	10228.TriadP17632	6.08e-93	271.0	2CH2W@1|root,2QQ94@2759|Eukaryota,39SVP@33154|Opisthokonta,3BAM3@33208|Metazoa	33208|Metazoa	T	receptor recycling	FAM109A	GO:0001881,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005769,GO:0005794,GO:0005802,GO:0006810,GO:0006996,GO:0007032,GO:0008150,GO:0008152,GO:0009987,GO:0010256,GO:0012505,GO:0016043,GO:0016050,GO:0016192,GO:0016197,GO:0016482,GO:0023051,GO:0030135,GO:0030136,GO:0031410,GO:0031982,GO:0031984,GO:0042147,GO:0042802,GO:0042803,GO:0043112,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044260,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0046907,GO:0046983,GO:0050789,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055037,GO:0065007,GO:0071704,GO:0071840,GO:0097708,GO:0098791	-	-	-	-	-	-	-	-	-	-	PH
Tadh-TriadG51605	10228.TriadP51605	0.0	1041.0	KOG1174@1|root,KOG1174@2759|Eukaryota,3966A@33154|Opisthokonta,3BGIK@33208|Metazoa	33208|Metazoa	DO	protein K11-linked ubiquitination	ANAPC7	GO:0000151,GO:0000152,GO:0000209,GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005680,GO:0005737,GO:0005829,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0007088,GO:0007346,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009896,GO:0009987,GO:0010498,GO:0010564,GO:0010638,GO:0010965,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0019899,GO:0019902,GO:0019903,GO:0019941,GO:0030071,GO:0030163,GO:0031145,GO:0031331,GO:0031461,GO:0031974,GO:0031981,GO:0032270,GO:0032436,GO:0032446,GO:0032991,GO:0033043,GO:0033044,GO:0033045,GO:0033047,GO:0036211,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045732,GO:0045787,GO:0045840,GO:0045842,GO:0045862,GO:0045931,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051128,GO:0051130,GO:0051247,GO:0051603,GO:0051726,GO:0051781,GO:0051783,GO:0051785,GO:0051983,GO:0051984,GO:0061630,GO:0061659,GO:0062033,GO:0065007,GO:0070013,GO:0070647,GO:0070979,GO:0071704,GO:0090068,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1901800,GO:1901970,GO:1901987,GO:1901989,GO:1901990,GO:1901992,GO:1902099,GO:1902101,GO:1902494,GO:1903052,GO:1903364,GO:1905818,GO:1905820,GO:1990234,GO:2001252	-	ko:K03354	ko04110,ko04111,ko04113,ko04114,ko04120,ko04914,ko05166,map04110,map04111,map04113,map04114,map04120,map04914,map05166	M00389	-	-	ko00000,ko00001,ko00002,ko03036,ko04121	-	-	-	TPR_16,TPR_7,TPR_8
Tadh-TriadG20071	10228.TriadP20071	2.23e-77	230.0	COG1990@1|root,KOG3282@2759|Eukaryota,3A5QT@33154|Opisthokonta,3BIPK@33208|Metazoa	33208|Metazoa	S	aminoacyl-tRNA hydrolase activity	PTRH2	GO:0003674,GO:0003824,GO:0004045,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005829,GO:0008150,GO:0009892,GO:0010468,GO:0010605,GO:0010629,GO:0010941,GO:0010942,GO:0016787,GO:0016788,GO:0019222,GO:0042981,GO:0043065,GO:0043066,GO:0043067,GO:0043068,GO:0043069,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0052689,GO:0060255,GO:0060548,GO:0065007,GO:0140098,GO:0140101,GO:2000209,GO:2000210,GO:2000811	3.1.1.29	ko:K04794	-	-	-	-	ko00000,ko01000,ko03012	-	-	-	PTH2
Tadh-TriadG51608	10228.TriadP51608	0.0	1969.0	KOG2053@1|root,KOG2053@2759|Eukaryota,38CGC@33154|Opisthokonta,3BF3N@33208|Metazoa	33208|Metazoa	Z	N-terminal peptidyl-methionine acetylation	NAA25	GO:0000003,GO:0000323,GO:0000902,GO:0000904,GO:0001667,GO:0002064,GO:0002065,GO:0002066,GO:0002253,GO:0002376,GO:0002682,GO:0002684,GO:0003006,GO:0003674,GO:0003779,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005773,GO:0005794,GO:0005829,GO:0006464,GO:0006473,GO:0006474,GO:0006807,GO:0006810,GO:0006897,GO:0006909,GO:0006911,GO:0006928,GO:0006935,GO:0006955,GO:0006996,GO:0007010,GO:0007015,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007297,GO:0007298,GO:0007399,GO:0007409,GO:0007411,GO:0008092,GO:0008150,GO:0008152,GO:0008154,GO:0009605,GO:0009653,GO:0009888,GO:0009987,GO:0010324,GO:0010467,GO:0010591,GO:0010592,GO:0010631,GO:0010941,GO:0012505,GO:0016043,GO:0016192,GO:0016477,GO:0017196,GO:0018193,GO:0018206,GO:0019538,GO:0019953,GO:0022008,GO:0022411,GO:0022412,GO:0022414,GO:0030027,GO:0030029,GO:0030030,GO:0030036,GO:0030042,GO:0030154,GO:0030182,GO:0030424,GO:0030426,GO:0030427,GO:0030707,GO:0030855,GO:0031175,GO:0031248,GO:0031252,GO:0031344,GO:0031346,GO:0031365,GO:0031414,GO:0031416,GO:0032501,GO:0032502,GO:0032504,GO:0032984,GO:0032989,GO:0032990,GO:0032991,GO:0033267,GO:0036211,GO:0040011,GO:0042221,GO:0042330,GO:0042981,GO:0042995,GO:0043005,GO:0043066,GO:0043067,GO:0043069,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043523,GO:0043524,GO:0043543,GO:0043624,GO:0043933,GO:0044087,GO:0044089,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044463,GO:0044464,GO:0044703,GO:0044877,GO:0048468,GO:0048477,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048609,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0048870,GO:0050776,GO:0050778,GO:0050789,GO:0050794,GO:0050896,GO:0051015,GO:0051128,GO:0051130,GO:0051179,GO:0051234,GO:0051261,GO:0051604,GO:0051674,GO:0051704,GO:0060429,GO:0060491,GO:0060548,GO:0061024,GO:0061564,GO:0065007,GO:0071704,GO:0071840,GO:0090130,GO:0090132,GO:0090723,GO:0097374,GO:0097435,GO:0097458,GO:0097485,GO:0098657,GO:0099024,GO:0120025,GO:0120032,GO:0120034,GO:0120035,GO:0120036,GO:0120038,GO:0120039,GO:0150034,GO:1901214,GO:1901215,GO:1901564,GO:1902493,GO:1902494,GO:1902743,GO:1902745,GO:1990234,GO:1990761	-	ko:K17973	-	-	-	-	ko00000,ko03029	-	-	-	NatB_MDM20
Tadh-TriadG51610	10228.TriadP51610	0.0	1864.0	28HHP@1|root,2QPVK@2759|Eukaryota,38BUK@33154|Opisthokonta,3BBCN@33208|Metazoa	33208|Metazoa	S	snRNA processing	INTS5	GO:0000428,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0006139,GO:0006351,GO:0006366,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009301,GO:0009987,GO:0010467,GO:0016070,GO:0016073,GO:0016180,GO:0016591,GO:0018130,GO:0019438,GO:0030880,GO:0031123,GO:0031974,GO:0031981,GO:0032039,GO:0032774,GO:0032991,GO:0034470,GO:0034472,GO:0034641,GO:0034645,GO:0034654,GO:0034660,GO:0042795,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043628,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0046483,GO:0055029,GO:0061695,GO:0070013,GO:0071704,GO:0090304,GO:0097659,GO:0098781,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1990234	-	ko:K13142	-	-	-	-	ko00000,ko03041	-	-	-	INTS5_C,INTS5_N
Tadh-TriadG51611	10228.TriadP51611	0.0	2249.0	2CMK5@1|root,2QQMR@2759|Eukaryota,38FQM@33154|Opisthokonta,3BCP4@33208|Metazoa	33208|Metazoa	S	N-glycan processing to lysosome	GNPTAB	GO:0000139,GO:0001501,GO:0002062,GO:0002063,GO:0002790,GO:0003674,GO:0003824,GO:0003976,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005975,GO:0006491,GO:0006605,GO:0006622,GO:0006623,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006886,GO:0006996,GO:0007033,GO:0007034,GO:0007040,GO:0007041,GO:0007275,GO:0008104,GO:0008150,GO:0008152,GO:0009100,GO:0009306,GO:0009653,GO:0009790,GO:0009792,GO:0009887,GO:0009888,GO:0009987,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0016256,GO:0016310,GO:0016740,GO:0016772,GO:0016780,GO:0019538,GO:0030154,GO:0031090,GO:0031984,GO:0032501,GO:0032502,GO:0032940,GO:0033036,GO:0033299,GO:0033365,GO:0034613,GO:0042886,GO:0043009,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044260,GO:0044262,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046835,GO:0046903,GO:0046907,GO:0048468,GO:0048513,GO:0048562,GO:0048568,GO:0048598,GO:0048701,GO:0048703,GO:0048704,GO:0048705,GO:0048706,GO:0048731,GO:0048856,GO:0048869,GO:0051179,GO:0051216,GO:0051234,GO:0051641,GO:0051649,GO:0060348,GO:0061448,GO:0061462,GO:0070727,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0072594,GO:0072665,GO:0072666,GO:0080171,GO:0098588,GO:0098791,GO:1901135,GO:1901564,GO:1904888	2.7.8.17	ko:K08239	ko04142,map04142	-	-	-	ko00000,ko00001,ko01000	-	-	-	DMAP_binding,Notch,Stealth_CR1,Stealth_CR2,Stealth_CR3,Stealth_CR4
Tadh-TriadG18570	10228.TriadP18570	5.61e-169	473.0	COG0398@1|root,KOG3140@2759|Eukaryota,38HHE@33154|Opisthokonta,3BD0P@33208|Metazoa	33208|Metazoa	S	transmembrane protein 41B	TMEM41B	GO:0000902,GO:0000904,GO:0006928,GO:0006935,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0008045,GO:0008150,GO:0009605,GO:0009653,GO:0009987,GO:0010646,GO:0010647,GO:0016043,GO:0022008,GO:0023051,GO:0023056,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0032222,GO:0032224,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0040011,GO:0042221,GO:0042330,GO:0048468,GO:0048518,GO:0048522,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050789,GO:0050794,GO:0050804,GO:0050806,GO:0050896,GO:0061564,GO:0065007,GO:0071840,GO:0097485,GO:0099177,GO:0120036,GO:0120039	-	-	-	-	-	-	-	-	-	-	SNARE_assoc
Tadh-TriadG20085	10228.TriadP20085	1.54e-100	291.0	COG2938@1|root,KOG3326@2759|Eukaryota,3A90K@33154|Opisthokonta,3BQRG@33208|Metazoa	33208|Metazoa	C	protein-FAD linkage	SDHAF2	GO:0003674,GO:0005488,GO:0005507,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005739,GO:0005829,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0006119,GO:0006121,GO:0006139,GO:0006163,GO:0006464,GO:0006470,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0007005,GO:0008150,GO:0008152,GO:0009060,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009966,GO:0009968,GO:0009987,GO:0010646,GO:0010648,GO:0010717,GO:0010719,GO:0015980,GO:0016043,GO:0016310,GO:0016311,GO:0016999,GO:0017144,GO:0018065,GO:0018293,GO:0019538,GO:0019637,GO:0019693,GO:0019752,GO:0022607,GO:0022900,GO:0022904,GO:0023051,GO:0023057,GO:0030111,GO:0030178,GO:0031974,GO:0031981,GO:0033108,GO:0034552,GO:0034553,GO:0034622,GO:0034641,GO:0036211,GO:0042592,GO:0042773,GO:0042775,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044281,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045333,GO:0045595,GO:0045596,GO:0046034,GO:0046483,GO:0046872,GO:0046914,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0048878,GO:0050789,GO:0050793,GO:0050794,GO:0050801,GO:0051093,GO:0051239,GO:0051241,GO:0055065,GO:0055070,GO:0055076,GO:0055080,GO:0055086,GO:0055114,GO:0060828,GO:0065003,GO:0065007,GO:0065008,GO:0070013,GO:0071704,GO:0071840,GO:0072350,GO:0072521,GO:0090090,GO:0098771,GO:1901135,GO:1901360,GO:1901564,GO:2000026	-	ko:K18168	-	-	-	-	ko00000,ko03029	-	-	-	Sdh5
Tadh-TriadG18429	10228.TriadP18429	4.22e-148	416.0	COG1100@1|root,KOG0393@2759|Eukaryota,38BJN@33154|Opisthokonta,3BE5W@33208|Metazoa	33208|Metazoa	U	Ras-related C3 botulinum toxin substrate	-	-	-	-	-	-	-	-	-	-	-	-	Ras
Tadh-TriadG19854	10228.TriadP19854	4.34e-131	371.0	COG1100@1|root,KOG0393@2759|Eukaryota	2759|Eukaryota	B	small GTPase mediated signal transduction	racA	GO:0003674,GO:0005488,GO:0005515,GO:0019899,GO:0019900,GO:0019901	-	ko:K04392,ko:K07975	ko04010,ko04013,ko04014,ko04015,ko04024,ko04062,ko04071,ko04145,ko04151,ko04310,ko04360,ko04370,ko04380,ko04510,ko04520,ko04530,ko04620,ko04650,ko04662,ko04664,ko04666,ko04670,ko04722,ko04810,ko04932,ko04933,ko04972,ko05014,ko05100,ko05120,ko05131,ko05132,ko05167,ko05200,ko05203,ko05205,ko05210,ko05211,ko05212,ko05231,ko05416,ko05418,map04010,map04013,map04014,map04015,map04024,map04062,map04071,map04145,map04151,map04310,map04360,map04370,map04380,map04510,map04520,map04530,map04620,map04650,map04662,map04664,map04666,map04670,map04722,map04810,map04932,map04933,map04972,map05014,map05100,map05120,map05131,map05132,map05167,map05200,map05203,map05205,map05210,map05211,map05212,map05231,map05416,map05418	-	-	-	ko00000,ko00001,ko04031,ko04131,ko04147	-	-	-	BTB,Ras
Tadh-TriadG51616	10228.TriadP51616	8.23e-272	742.0	KOG1339@1|root,KOG1339@2759|Eukaryota,38D42@33154|Opisthokonta,3BBEX@33208|Metazoa	33208|Metazoa	O	aspartic-type endopeptidase activity	cathD	GO:0000003,GO:0000323,GO:0003006,GO:0003674,GO:0003824,GO:0004175,GO:0004190,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005773,GO:0006508,GO:0006807,GO:0006915,GO:0006950,GO:0006952,GO:0007276,GO:0007281,GO:0007292,GO:0008150,GO:0008152,GO:0008219,GO:0008233,GO:0009056,GO:0009057,GO:0009605,GO:0009607,GO:0009617,GO:0009987,GO:0010623,GO:0012501,GO:0016787,GO:0019538,GO:0019953,GO:0022412,GO:0022414,GO:0030154,GO:0030163,GO:0032501,GO:0032502,GO:0032504,GO:0042742,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0045476,GO:0048468,GO:0048477,GO:0048609,GO:0048856,GO:0048869,GO:0050829,GO:0050896,GO:0051704,GO:0051707,GO:0070001,GO:0070011,GO:0071704,GO:0098542,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1902742	3.4.23.5	ko:K01379	ko04071,ko04140,ko04142,ko04210,ko04915,ko05152,map04071,map04140,map04142,map04210,map04915,map05152	-	-	-	ko00000,ko00001,ko01000,ko01002,ko04147	-	-	-	A1_Propeptide,Asp
Tadh-TriadG19349	10228.TriadP19349	1.28e-279	763.0	KOG1339@1|root,KOG1339@2759|Eukaryota,38D42@33154|Opisthokonta,3BBEX@33208|Metazoa	33208|Metazoa	O	aspartic-type endopeptidase activity	cathD	GO:0000003,GO:0000323,GO:0003006,GO:0003674,GO:0003824,GO:0004175,GO:0004190,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005773,GO:0006508,GO:0006807,GO:0006915,GO:0006950,GO:0006952,GO:0007276,GO:0007281,GO:0007292,GO:0008150,GO:0008152,GO:0008219,GO:0008233,GO:0009056,GO:0009057,GO:0009605,GO:0009607,GO:0009617,GO:0009987,GO:0010623,GO:0012501,GO:0016787,GO:0019538,GO:0019953,GO:0022412,GO:0022414,GO:0030154,GO:0030163,GO:0032501,GO:0032502,GO:0032504,GO:0042742,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0045476,GO:0048468,GO:0048477,GO:0048609,GO:0048856,GO:0048869,GO:0050829,GO:0050896,GO:0051704,GO:0051707,GO:0070001,GO:0070011,GO:0071704,GO:0098542,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1902742	3.4.23.5	ko:K01379	ko04071,ko04140,ko04142,ko04210,ko04915,ko05152,map04071,map04140,map04142,map04210,map04915,map05152	-	-	-	ko00000,ko00001,ko01000,ko01002,ko04147	-	-	-	A1_Propeptide,Asp
Tadh-TriadG36922	10228.TriadP36922	7.47e-281	767.0	KOG1339@1|root,KOG1339@2759|Eukaryota,38D42@33154|Opisthokonta,3BBEX@33208|Metazoa	33208|Metazoa	O	aspartic-type endopeptidase activity	cathD	GO:0000003,GO:0000323,GO:0003006,GO:0003674,GO:0003824,GO:0004175,GO:0004190,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005773,GO:0006508,GO:0006807,GO:0006915,GO:0006950,GO:0006952,GO:0007276,GO:0007281,GO:0007292,GO:0008150,GO:0008152,GO:0008219,GO:0008233,GO:0009056,GO:0009057,GO:0009605,GO:0009607,GO:0009617,GO:0009987,GO:0010623,GO:0012501,GO:0016787,GO:0019538,GO:0019953,GO:0022412,GO:0022414,GO:0030154,GO:0030163,GO:0032501,GO:0032502,GO:0032504,GO:0042742,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0045476,GO:0048468,GO:0048477,GO:0048609,GO:0048856,GO:0048869,GO:0050829,GO:0050896,GO:0051704,GO:0051707,GO:0070001,GO:0070011,GO:0071704,GO:0098542,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1902742	3.4.23.5	ko:K01379	ko04071,ko04140,ko04142,ko04210,ko04915,ko05152,map04071,map04140,map04142,map04210,map04915,map05152	-	-	-	ko00000,ko00001,ko01000,ko01002,ko04147	-	-	-	A1_Propeptide,Asp
Tadh-TriadG19127	10228.TriadP19127	0.0	1066.0	COG0318@1|root,KOG1176@2759|Eukaryota,38D90@33154|Opisthokonta,3BIS4@33208|Metazoa	33208|Metazoa	I	catalytic activity. It is involved in the biological process described with metabolic process	-	GO:0001676,GO:0003674,GO:0003824,GO:0004467,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006082,GO:0006139,GO:0006163,GO:0006164,GO:0006629,GO:0006631,GO:0006637,GO:0006638,GO:0006639,GO:0006641,GO:0006725,GO:0006732,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0015645,GO:0016042,GO:0016405,GO:0016874,GO:0016877,GO:0016878,GO:0018130,GO:0019433,GO:0019438,GO:0019637,GO:0019693,GO:0019752,GO:0032787,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034641,GO:0034654,GO:0035337,GO:0035383,GO:0035384,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044249,GO:0044255,GO:0044271,GO:0044272,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046390,GO:0046461,GO:0046464,GO:0046483,GO:0046486,GO:0046503,GO:0046949,GO:0051186,GO:0051188,GO:0055086,GO:0071616,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901568,GO:1901570,GO:1901575,GO:1901576	6.2.1.12	ko:K01904	ko00130,ko00360,ko00940,ko01100,ko01110,map00130,map00360,map00940,map01100,map01110	M00039,M00137,M00350	R01616,R01943,R02194,R02221,R02255,R06583	RC00004,RC00131	ko00000,ko00001,ko00002,ko01000	-	-	-	AMP-binding,AMP-binding_C
