gene_ids,uniprot_id,uniprot_genes
XLOC-005042#QORL1-BOVIN#Q59A28,Q59A28,CRYZL1
XLOC-005057#MDN1-HUMAN#Q9NU22,Q9NU22,MDN1
XLOC-005660#XLOC-005660,XLOC-005660#XLOC-005660,XLOC-005660#XLOC-005660
XLOC-005661#SFT2B-HUMAN#O95562,O95562,SFT2D2
XLOC-005663#APEX1-DANRE#A0MTA1,A0MTA1,apex1
gene-evm.model.ptg000009l.1155,gene-evm.model.ptg000009l.1155,gene-evm.model.ptg000009l.1155
XLOC-005043#NT5D1-HUMAN#Q5TFE4,Q5TFE4,NT5DC1
XLOC-005044#XLOC-005044,XLOC-005044#XLOC-005044,XLOC-005044#XLOC-005044
XLOC-005673#KS6A1-HUMAN#Q15418,Q15418,RPS6KA1
XLOC-005676#XLOC-005676,XLOC-005676#XLOC-005676,XLOC-005676#XLOC-005676
XLOC-005667#XLOC-005667,XLOC-005667#XLOC-005667,XLOC-005667#XLOC-005667
XLOC-005674#FAO2-LOTJA#B5WWZ9,B5WWZ9,FAO2
gene-evm.model.ptg000009l.1148#gene-evm.model.ptg000009l.1148,gene-evm.model.ptg000009l.1148#gene-evm.model.ptg000009l.1148,gene-evm.model.ptg000009l.1148#gene-evm.model.ptg000009l.1148
XLOC-005665#PUS7-HUMAN#Q96PZ0,Q96PZ0,PUS7
novel-gene-chr13-846#MSTO1-BOVIN#A5D9D4,A5D9D4,MSTO1
XLOC-005045#P5CR3-HUMAN#Q53H96,Q53H96,PYCR3
XLOC-005047#MACOI-BOVIN#Q2TLZ3,Q2TLZ3,MACO1
XLOC-005668#XLOC-005668,XLOC-005668#XLOC-005668,XLOC-005668#XLOC-005668
XLOC-005046#GET1-HUMAN#O00258,O00258,GET1
XLOC-005669#XLOC-005669,XLOC-005669#XLOC-005669,XLOC-005669#XLOC-005669
XLOC-005049#XLOC-005049,XLOC-005049#XLOC-005049,XLOC-005049#XLOC-005049
XLOC-005687#RBP11-ARATH#Q9FFZ6,Q9FFZ6,S-RBP11
XLOC-005050#TM117-MOUSE#Q8BH18,Q8BH18,Tmem117
XLOC-005685#RZ1A-ARATH#Q9LIN3,Q9LIN3,RZ1A
XLOC-005059#S28A3-EPTST#Q9UA35,Q9UA35,SLC28A3
XLOC-005051#GRM3-MOUSE#Q9QYS2,Q9QYS2,Grm3
XLOC-005058#ASCC3-MOUSE#E9PZJ8,E9PZJ8,Ascc3
XLOC-005052#ADXH2-DROME#Q8SZA8,Q8SZA8,Fdx2
XLOC-005053#XLOC-005053,XLOC-005053#XLOC-005053,XLOC-005053#XLOC-005053
XLOC-005054#XLOC-005054,XLOC-005054#XLOC-005054,XLOC-005054#XLOC-005054
XLOC-005675#FUCL4-ANGJA#Q9I928,Q9I928,XLOC-005675#FUCL4-ANGJA#Q9I928
XLOC-005678#XLOC-005678,XLOC-005678#XLOC-005678,XLOC-005678#XLOC-005678
gene-evm.model.ptg000009l.1097#CATL-AEDAE#A0A1S4F2V5,A0A1S4F2V5,gene-evm.model.ptg000009l.1097#CATL-AEDAE#A0A1S4F2V5
XLOC-005689#SODC-CERCA#P28755,P28755,Sod1
XLOC-005681#XLOC-005681,XLOC-005681#XLOC-005681,XLOC-005681#XLOC-005681
XLOC-005696#TRPA1-CAEEL#Q18297,Q18297,trpa-1
XLOC-005691#ODPA-HUMAN#P08559,P08559,PDHA1
gene-evm.model.ptg000009l.1111#CCD81-RAT#Q5XIN9,Q5XIN9,Ccdc81
XLOC-005695#RHOAB-DANRE#Q6DHM9,Q6DHM9,rhoab
XLOC-005682#XLOC-005682,XLOC-005682#XLOC-005682,XLOC-005682#XLOC-005682
XLOC-005683#XLOC-005683,XLOC-005683#XLOC-005683,XLOC-005683#XLOC-005683
XLOC-005061#XLOC-005061,XLOC-005061#XLOC-005061,XLOC-005061#XLOC-005061
XLOC-005684#XLOC-005684,XLOC-005684#XLOC-005684,XLOC-005684#XLOC-005684
gene-evm.model.ptg000009l.1114-1,gene-evm.model.ptg000009l.1114-1,gene-evm.model.ptg000009l.1114-1
XLOC-005701#MOT10-DANRE#A1L1W9,A1L1W9,slc16a10
XLOC-005698#XLOC-005698,XLOC-005698#XLOC-005698,XLOC-005698#XLOC-005698
gene-evm.model.ptg000009l.1115,gene-evm.model.ptg000009l.1115,gene-evm.model.ptg000009l.1115
XLOC-005688#SODC-CAMDR#H6BDU4,H6BDU4,SOD1
XLOC-005699#XLOC-005699,XLOC-005699#XLOC-005699,XLOC-005699#XLOC-005699
XLOC-005705#FACE1-HUMAN#O75844,O75844,ZMPSTE24
XLOC-005690#CCD81-RAT#Q5XIN9,Q5XIN9,Ccdc81
XLOC-005071#SNX12-HUMAN#Q9UMY4,Q9UMY4,SNX12
gene-evm.model.ptg000009l.1109-1#PPIL4-MOUSE#Q9CXG3,Q9CXG3,Ppil4
XLOC-005065#XLOC-005065,XLOC-005065#XLOC-005065,XLOC-005065#XLOC-005065
XLOC-005063#KLHDB-CULQU#B0WWP2,B0WWP2,dbo
XLOC-005693#CERS1-HUMAN#P27544,P27544,CERS1
XLOC-005064#PPIL6-HUMAN#Q8IXY8,Q8IXY8,PPIL6
XLOC-005694#CLIC1-BOVIN#Q5E9B7,Q5E9B7,CLIC1
XLOC-005697#NOTUM-HUMAN#Q6P988,Q6P988,NOTUM
XLOC-005067#AA3R-MOUSE#Q61618,Q61618,Adora3
XLOC-005068#RT23-MOUSE#Q8VE22,Q8VE22,Mrps23
gene-evm.model.ptg000009l.1097-1,gene-evm.model.ptg000009l.1097-1,gene-evm.model.ptg000009l.1097-1
gene-evm.model.ptg000009l.1085#gene-evm.model.ptg000009l.1085,gene-evm.model.ptg000009l.1085#gene-evm.model.ptg000009l.1085,gene-evm.model.ptg000009l.1085#gene-evm.model.ptg000009l.1085
XLOC-005706#MBTP2-CRIGR#O54862,O54862,MBTPS2
XLOC-005702#XLOC-005702,XLOC-005702#XLOC-005702,XLOC-005702#XLOC-005702
XLOC-005703#XLOC-005703,XLOC-005703#XLOC-005703,XLOC-005703#XLOC-005703
XLOC-005720#DDX10-MOUSE#Q80Y44,Q80Y44,Ddx10
XLOC-005708#XLOC-005708,XLOC-005708#XLOC-005708,XLOC-005708#XLOC-005708
XLOC-005069#PACRG-BOVIN#A5PK71,A5PK71,PACRG
XLOC-005074#TRPA1-CAEEL#Q18297,Q18297,trpa-1
XLOC-005709#RB32B-DICDI#Q55E31,Q55E31,rab32B
gene-evm.model.ptg000009l.1087#ISCU-MOUSE#Q9D7P6,Q9D7P6,Iscu
XLOC-005084#IF2G-DANRE#F1QGW6,F1QGW6,eif2s3
XLOC-005070#ZGLP1-MOUSE#Q1WG82,Q1WG82,Zglp1
XLOC-005072#CY24B-MOUSE#Q61093,Q61093,Cybb
XLOC-005712#XLOC-005712,XLOC-005712#XLOC-005712,XLOC-005712#XLOC-005712
XLOC-005724#RZ1A-ARATH#Q9LIN3,Q9LIN3,RZ1A
XLOC-005718#MOES-BOVIN#Q2HJ49,Q2HJ49,MSN
gene-evm.model.ptg000009l.1058#MASP1-HUMAN#P48740,P48740,MASP1
XLOC-005073#KCNAS-DROME#P08510,P08510,Sh
XLOC-005713#KCNA1-ONCMY#Q9I829,Q9I829,XLOC-005713#KCNA1-ONCMY#Q9I829
XLOC-005714#RCBT2-MOUSE#Q99LJ7,Q99LJ7,Rcbtb2
gene-evm.model.ptg000009l.1060#KI20A-BOVIN#Q29RT6,Q29RT6,KIF20A
XLOC-005715#DPOE2-HUMAN#P56282,P56282,POLE2
gene-evm.model.ptg000009l.1077#UBX11-MOUSE#Q9D572,Q9D572,Ubxn11
XLOC-005716#QORX-HUMAN#Q53FA7,Q53FA7,TP53I3
XLOC-005076#CDK10-MOUSE#Q3UMM4,Q3UMM4,Cdk10
XLOC-005077#XLOC-005077,XLOC-005077#XLOC-005077,XLOC-005077#XLOC-005077
XLOC-005078#XLOC-005078,XLOC-005078#XLOC-005078,XLOC-005078#XLOC-005078
XLOC-005079#XLOC-005079,XLOC-005079#XLOC-005079,XLOC-005079#XLOC-005079
XLOC-005080#XLOC-005080,XLOC-005080#XLOC-005080,XLOC-005080#XLOC-005080
XLOC-005089#LRK1-CAEEL#Q9TZM3,Q9TZM3,lrk-1
XLOC-005719#TM181-HUMAN#Q9P2C4,Q9P2C4,TMEM181
gene-evm.model.ptg000009l.1056#TCPQ-MACFA#Q4R5J0,Q4R5J0,CCT8
XLOC-005727#SYAP1-HUMAN#Q96A49,Q96A49,SYAP1
XLOC-005081#RNP3-SCHPO#P87120,P87120,SPAC3A12.04c
XLOC-005721#SVOP-XENLA#Q2XWK0,Q2XWK0,svop
XLOC-005082#XLOC-005082,XLOC-005082#XLOC-005082,XLOC-005082#XLOC-005082
gene-evm.model.ptg000009l.1063,gene-evm.model.ptg000009l.1063,gene-evm.model.ptg000009l.1063
gene-evm.model.ptg000009l.1062-1,gene-evm.model.ptg000009l.1062-1,gene-evm.model.ptg000009l.1062-1
XLOC-005723#S35A2-BOVIN#Q58DA6,Q58DA6,SLC35A2
gene-evm.model.ptg000009l.1059-1,gene-evm.model.ptg000009l.1059-1,gene-evm.model.ptg000009l.1059-1
XLOC-005731#ADGB-HUMAN#Q8N7X0,Q8N7X0,ADGB
XLOC-005729#KIF25-MACFA#Q4R918,Q4R918,KIF25
XLOC-005091#SYTL4-HUMAN#Q96C24,Q96C24,SYTL4
gene-evm.model.ptg000009l.1029#UBC-BOVIN#P0CH28,P0CH28,UBC
XLOC-005086#MPPD1-HUMAN#O15442,O15442,MPPED1
XLOC-005097#PSPC1-BOVIN#Q1LZD9,Q1LZD9,PSPC1
gene-evm.model.ptg000009l.1048#gene-evm.model.ptg000009l.1048,gene-evm.model.ptg000009l.1048#gene-evm.model.ptg000009l.1048,gene-evm.model.ptg000009l.1048#gene-evm.model.ptg000009l.1048
XLOC-005726#PUR2-CHICK#P21872,P21872,GART
gene-evm.model.ptg000009l.1050#gene-evm.model.ptg000009l.1050,gene-evm.model.ptg000009l.1050#gene-evm.model.ptg000009l.1050,gene-evm.model.ptg000009l.1050#gene-evm.model.ptg000009l.1050
XLOC-005090#KLHL3-BOVIN#F1MBP6,F1MBP6,KLHL3
XLOC-005093#BRE4-CAEBR#A8Y1P7,A8Y1P7,bre-4
XLOC-005096#MIX23-DANRE#Q6PBK1,Q6PBK1,mix23
XLOC-005108#UTRN-HUMAN#P46939,P46939,UTRN
XLOC-005098#XLOC-005098,XLOC-005098#XLOC-005098,XLOC-005098#XLOC-005098
gene-evm.model.ptg000009l.1034#gene-evm.model.ptg000009l.1034,gene-evm.model.ptg000009l.1034#gene-evm.model.ptg000009l.1034,gene-evm.model.ptg000009l.1034#gene-evm.model.ptg000009l.1034
gene-evm.model.ptg000009l.1035#RT09-MOUSE#Q9D7N3,Q9D7N3,Mrps9
XLOC-005099#FZD4-XENLA#Q9PT62,Q9PT62,fzd4
gene-evm.model.ptg000009l.1040#CAR1-DICDI#P13773,P13773,carA-2
XLOC-005100#CAR1-DICDI#P13773,P13773,carA-2
XLOC-005102#GP157-HUMAN#Q5UAW9,Q5UAW9,GPR157
XLOC-005103#TM135-XENLA#Q6GQ39,Q6GQ39,tmem135
XLOC-005116#XLOC-005116,XLOC-005116#XLOC-005116,XLOC-005116#XLOC-005116
XLOC-005104#RT09-MOUSE#Q9D7N3,Q9D7N3,Mrps9
XLOC-005115#CTU1-XENLA#Q05AW7,Q05AW7,ctu1
XLOC-005114#XLOC-005114,XLOC-005114#XLOC-005114,XLOC-005114#XLOC-005114
gene-evm.model.ptg000009l.1033,gene-evm.model.ptg000009l.1033,gene-evm.model.ptg000009l.1033
XLOC-005107#NOX4-RAT#Q924V1,Q924V1,Nox4
XLOC-005122#TRPA1-DROME#Q7Z020,Q7Z020,TrpA1
XLOC-005123#XLOC-005123,XLOC-005123#XLOC-005123,XLOC-005123#XLOC-005123
gene-evm.model.ptg000009l.1030,gene-evm.model.ptg000009l.1030,gene-evm.model.ptg000009l.1030
XLOC-005117#CRYL1-BOVIN#Q8SPX7,Q8SPX7,CRYL1
XLOC-005747#SO4C1-MOUSE#Q8BGD4,Q8BGD4,Slco4c1
XLOC-005735#PROF4-BOVIN#Q2NKT1,Q2NKT1,PFN4
XLOC-005739#SESN1-XENLA#P58003,P58003,sesn1
gene-evm.model.ptg000009l.1026#gene-evm.model.ptg000009l.1026,gene-evm.model.ptg000009l.1026#gene-evm.model.ptg000009l.1026,gene-evm.model.ptg000009l.1026#gene-evm.model.ptg000009l.1026
XLOC-005736#LSM10-HUMAN#Q969L4,Q969L4,LSM10
XLOC-005738#XLOC-005738,XLOC-005738#XLOC-005738,XLOC-005738#XLOC-005738
XLOC-005737#XLOC-005737,XLOC-005737#XLOC-005737,XLOC-005737#XLOC-005737
XLOC-005741#UBP16-BOVIN#Q08DA3,Q08DA3,USP16
XLOC-005746#ORC3-BOVIN#Q32PJ3,Q32PJ3,ORC3
XLOC-005745#XLOC-005745,XLOC-005745#XLOC-005745,XLOC-005745#XLOC-005745
XLOC-005750#DYH5-MOUSE#Q8VHE6,Q8VHE6,Dnah5
XLOC-005118#GLD2-BOVIN#Q2HJ44,Q2HJ44,TENT2
XLOC-005124#SO4C1-RAT#Q71MB6,Q71MB6,Slco4c1
XLOC-005740#XLOC-005740,XLOC-005740#XLOC-005740,XLOC-005740#XLOC-005740
XLOC-005742#XLOC-005742,XLOC-005742#XLOC-005742,XLOC-005742#XLOC-005742
XLOC-005749#IFT88-MOUSE#Q61371,Q61371,Ift88
XLOC-005743#XLOC-005743,XLOC-005743#XLOC-005743,XLOC-005743#XLOC-005743
gene-evm.model.ptg000009l.1012#HEXD-HUMAN#Q8WVB3,Q8WVB3,HEXD
XLOC-005126#XLOC-005126,XLOC-005126#XLOC-005126,XLOC-005126#XLOC-005126
XLOC-005748#XLOC-005748,XLOC-005748#XLOC-005748,XLOC-005748#XLOC-005748
XLOC-005127#CFA95-MOUSE#Q9CQC3,Q9CQC3,Cfap95
XLOC-005128#AFAD-HUMAN#P55196,P55196,AFDN
XLOC-005132#XLOC-005132,XLOC-005132#XLOC-005132,XLOC-005132#XLOC-005132
gene-evm.model.ptg000009l.1001#ARI1A-MOUSE#A2BH40,A2BH40,Arid1a
XLOC-005752#XLOC-005752,XLOC-005752#XLOC-005752,XLOC-005752#XLOC-005752
gene-evm.model.ptg000009l.996#gene-evm.model.ptg000009l.996,gene-evm.model.ptg000009l.996#gene-evm.model.ptg000009l.996,gene-evm.model.ptg000009l.996#gene-evm.model.ptg000009l.996
XLOC-005133#PTHD3-RAT#M0R3Q7,M0R3Q7,Ptchd3
gene-evm.model.ptg000009l.999,gene-evm.model.ptg000009l.999,gene-evm.model.ptg000009l.999
XLOC-005757#UBP20-BOVIN#A7Z056,A7Z056,USP20
XLOC-005131#GABR2-HUMAN#O75899,O75899,GABBR2
gene-evm.model.ptg000009l.991#PTHD3-RAT#M0R3Q7,M0R3Q7,Ptchd3
gene-evm.model.ptg000009l.982-1#gene-evm.model.ptg000009l.982,gene-evm.model.ptg000009l.982-1#gene-evm.model.ptg000009l.982,gene-evm.model.ptg000009l.982-1#gene-evm.model.ptg000009l.982
XLOC-005756#PTHD3-MOUSE#Q0EEE2,Q0EEE2,Ptchd3
gene-evm.model.ptg000009l.989#CAPON-MOUSE#Q9D3A8,Q9D3A8,Nos1ap
XLOC-005137#XLOC-005137,XLOC-005137#XLOC-005137,XLOC-005137#XLOC-005137
XLOC-005135#LSM2-HUMAN#Q9Y333,Q9Y333,LSM2
XLOC-005136#XLOC-005136,XLOC-005136#XLOC-005136,XLOC-005136#XLOC-005136
XLOC-005759#XLOC-005759,XLOC-005759#XLOC-005759,XLOC-005759#XLOC-005759
XLOC-005138#XLOC-005138,XLOC-005138#XLOC-005138,XLOC-005138#XLOC-005138
XLOC-005764#SIF2-DROME#P91620,P91620,sif
gene-evm.model.ptg000009l.979,gene-evm.model.ptg000009l.979,gene-evm.model.ptg000009l.979
XLOC-005140#XLOC-005140,XLOC-005140#XLOC-005140,XLOC-005140#XLOC-005140
gene-evm.model.ptg000009l.977,gene-evm.model.ptg000009l.977,gene-evm.model.ptg000009l.977
gene-evm.model.ptg000009l.976,gene-evm.model.ptg000009l.976,gene-evm.model.ptg000009l.976
gene-evm.model.ptg000009l.968,gene-evm.model.ptg000009l.968,gene-evm.model.ptg000009l.968
XLOC-005142#XLOC-005142,XLOC-005142#XLOC-005142,XLOC-005142#XLOC-005142
XLOC-005145#XLOC-005145,XLOC-005145#XLOC-005145,XLOC-005145#XLOC-005145
gene-evm.model.ptg000009l.964#GDAP2-NEMVE#A7T167,A7T167,gdap2
XLOC-005146#IMA3-HUMAN#O00629,O00629,KPNA4
XLOC-005152#PTPRF-RAT#Q64604,Q64604,Ptprf
XLOC-005150#TET5C-DANRE#Q7ZUP1,Q7ZUP1,tent5c
gene-evm.model.ptg000009l.962,gene-evm.model.ptg000009l.962,gene-evm.model.ptg000009l.962
gene-evm.model.ptg000009l.961#ODBB-RAT#P35738,P35738,Bckdhb
XLOC-005767#ODBB-RAT#P35738,P35738,Bckdhb
XLOC-005166#XLOC-005166,XLOC-005166#XLOC-005166,XLOC-005166#XLOC-005166
gene-evm.model.ptg000009l.959,gene-evm.model.ptg000009l.959,gene-evm.model.ptg000009l.959
XLOC-005154#XLOC-005154,XLOC-005154#XLOC-005154,XLOC-005154#XLOC-005154
XLOC-005155#XLOC-005155,XLOC-005155#XLOC-005155,XLOC-005155#XLOC-005155
gene-evm.model.ptg000009l.950,gene-evm.model.ptg000009l.950,gene-evm.model.ptg000009l.950
XLOC-005780#XLOC-005780,XLOC-005780#XLOC-005780,XLOC-005780#XLOC-005780
gene-evm.model.ptg000009l.921#gene-evm.model.ptg000009l.921,gene-evm.model.ptg000009l.921#gene-evm.model.ptg000009l.921,gene-evm.model.ptg000009l.921#gene-evm.model.ptg000009l.921
XLOC-005184#POL2-DROME#P20825,P20825,pol
gene-evm.model.ptg000009l.909,gene-evm.model.ptg000009l.909,gene-evm.model.ptg000009l.909
XLOC-005187#XLOC-005187,XLOC-005187#XLOC-005187,XLOC-005187#XLOC-005187
XLOC-005789#XLOC-005789,XLOC-005789#XLOC-005789,XLOC-005789#XLOC-005789
XLOC-005190#XLOC-005190,XLOC-005190#XLOC-005190,XLOC-005190#XLOC-005190
XLOC-005191#XLOC-005191,XLOC-005191#XLOC-005191,XLOC-005191#XLOC-005191
XLOC-005231#XLOC-005231,XLOC-005231#XLOC-005231,XLOC-005231#XLOC-005231
XLOC-005209#XLOC-005209,XLOC-005209#XLOC-005209,XLOC-005209#XLOC-005209
XLOC-005198#XLOC-005198,XLOC-005198#XLOC-005198,XLOC-005198#XLOC-005198
XLOC-005199#XLOC-005199,XLOC-005199#XLOC-005199,XLOC-005199#XLOC-005199
XLOC-005799#XLOC-005799,XLOC-005799#XLOC-005799,XLOC-005799#XLOC-005799
XLOC-005202#XLOC-005202,XLOC-005202#XLOC-005202,XLOC-005202#XLOC-005202
XLOC-005800#XLOC-005800,XLOC-005800#XLOC-005800,XLOC-005800#XLOC-005800
XLOC-005204#SHKD-DICDI#Q54U31,Q54U31,shkD
XLOC-005205#XLOC-005205,XLOC-005205#XLOC-005205,XLOC-005205#XLOC-005205
gene-evm.model.ptg000009l.873,gene-evm.model.ptg000009l.873,gene-evm.model.ptg000009l.873
XLOC-005208#XLOC-005208,XLOC-005208#XLOC-005208,XLOC-005208#XLOC-005208
XLOC-005804#XLOC-005804,XLOC-005804#XLOC-005804,XLOC-005804#XLOC-005804
XLOC-005225#XLOC-005225,XLOC-005225#XLOC-005225,XLOC-005225#XLOC-005225
XLOC-005809#XLOC-005809,XLOC-005809#XLOC-005809,XLOC-005809#XLOC-005809
gene-evm.model.ptg000009l.833,gene-evm.model.ptg000009l.833,gene-evm.model.ptg000009l.833
XLOC-005811#XLOC-005811,XLOC-005811#XLOC-005811,XLOC-005811#XLOC-005811
XLOC-005224#XLOC-005224,XLOC-005224#XLOC-005224,XLOC-005224#XLOC-005224
XLOC-005817#XLOC-005817,XLOC-005817#XLOC-005817,XLOC-005817#XLOC-005817
XLOC-005816#XLOC-005816,XLOC-005816#XLOC-005816,XLOC-005816#XLOC-005816
XLOC-005822#XLOC-005822,XLOC-005822#XLOC-005822,XLOC-005822#XLOC-005822
XLOC-005824#XLOC-005824,XLOC-005824#XLOC-005824,XLOC-005824#XLOC-005824
XLOC-005827#XLOC-005827,XLOC-005827#XLOC-005827,XLOC-005827#XLOC-005827
XLOC-005829#SGS1-YEAST#P35187,P35187,SGS1
XLOC-005245#XLOC-005245,XLOC-005245#XLOC-005245,XLOC-005245#XLOC-005245
XLOC-005246#XLOC-005246,XLOC-005246#XLOC-005246,XLOC-005246#XLOC-005246
XLOC-005832#XLOC-005832,XLOC-005832#XLOC-005832,XLOC-005832#XLOC-005832
XLOC-005840#XLOC-005840,XLOC-005840#XLOC-005840,XLOC-005840#XLOC-005840
XLOC-005251#XLOC-005251,XLOC-005251#XLOC-005251,XLOC-005251#XLOC-005251
XLOC-005252#XLOC-005252,XLOC-005252#XLOC-005252,XLOC-005252#XLOC-005252
XLOC-005855#XLOC-005855,XLOC-005855#XLOC-005855,XLOC-005855#XLOC-005855
XLOC-005253#XLOC-005253,XLOC-005253#XLOC-005253,XLOC-005253#XLOC-005253
XLOC-005843#XLOC-005843,XLOC-005843#XLOC-005843,XLOC-005843#XLOC-005843
XLOC-005847#XLOC-005847,XLOC-005847#XLOC-005847,XLOC-005847#XLOC-005847
XLOC-005272#XLOC-005272,XLOC-005272#XLOC-005272,XLOC-005272#XLOC-005272
XLOC-005849#RTBS-DROME#Q95SX7,Q95SX7,RTase
XLOC-005850#XLOC-005850,XLOC-005850#XLOC-005850,XLOC-005850#XLOC-005850
XLOC-005866#ZC12B-HUMAN#Q5HYM0,Q5HYM0,ZC3H12B
XLOC-005869#XLOC-005869,XLOC-005869#XLOC-005869,XLOC-005869#XLOC-005869
gene-evm.model.ptg000009l.768,gene-evm.model.ptg000009l.768,gene-evm.model.ptg000009l.768
XLOC-005853#TF27-SCHPO#P0CT42,P0CT42,Tf2-7
XLOC-005261#XLOC-005261,XLOC-005261#XLOC-005261,XLOC-005261#XLOC-005261
XLOC-005262#XLOC-005262,XLOC-005262#XLOC-005262,XLOC-005262#XLOC-005262
gene-evm.model.ptg000009l.753,gene-evm.model.ptg000009l.753,gene-evm.model.ptg000009l.753
XLOC-005269#XLOC-005269,XLOC-005269#XLOC-005269,XLOC-005269#XLOC-005269
XLOC-005861#TPC10-MOUSE#Q3TLI0,Q3TLI0,Trappc10
XLOC-005862#XLOC-005862,XLOC-005862#XLOC-005862,XLOC-005862#XLOC-005862
XLOC-005863#XLOC-005863,XLOC-005863#XLOC-005863,XLOC-005863#XLOC-005863
XLOC-005864#XLOC-005864,XLOC-005864#XLOC-005864,XLOC-005864#XLOC-005864
XLOC-005865#XLOC-005865,XLOC-005865#XLOC-005865,XLOC-005865#XLOC-005865
XLOC-005868#TPPC3-MOUSE#O55013,O55013,Trappc3
XLOC-005881#KCNAB-DROME#P17970,P17970,Shab
gene-evm.model.ptg000009l.741#TAF12-XENLA#Q91858,Q91858,taf12
XLOC-005279#CE162-HUMAN#Q5TB80,Q5TB80,CEP162
XLOC-005273#XLOC-005273,XLOC-005273#XLOC-005273,XLOC-005273#XLOC-005273
XLOC-005285#SON-MOUSE#Q9QX47,Q9QX47,Son
XLOC-005878#XLOC-005878,XLOC-005878#XLOC-005878,XLOC-005878#XLOC-005878
gene-evm.model.ptg000009l.725,gene-evm.model.ptg000009l.725,gene-evm.model.ptg000009l.725
gene-evm.model.ptg000009l.724,gene-evm.model.ptg000009l.724,gene-evm.model.ptg000009l.724
XLOC-005284#XLOC-005284,XLOC-005284#XLOC-005284,XLOC-005284#XLOC-005284
XLOC-005880#XLOC-005880,XLOC-005880#XLOC-005880,XLOC-005880#XLOC-005880
XLOC-005882#XLOC-005882,XLOC-005882#XLOC-005882,XLOC-005882#XLOC-005882
gene-evm.model.ptg000009l.713#gene-evm.model.ptg000009l.713,gene-evm.model.ptg000009l.713#gene-evm.model.ptg000009l.713,gene-evm.model.ptg000009l.713#gene-evm.model.ptg000009l.713
gene-evm.model.ptg000009l.676,gene-evm.model.ptg000009l.676,gene-evm.model.ptg000009l.676
XLOC-005288#XLOC-005288,XLOC-005288#XLOC-005288,XLOC-005288#XLOC-005288
gene-evm.model.ptg000009l.700,gene-evm.model.ptg000009l.700,gene-evm.model.ptg000009l.700
XLOC-005292#XLOC-005292,XLOC-005292#XLOC-005292,XLOC-005292#XLOC-005292
XLOC-005894#XLOC-005894,XLOC-005894#XLOC-005894,XLOC-005894#XLOC-005894
XLOC-005895#XLOC-005895,XLOC-005895#XLOC-005895,XLOC-005895#XLOC-005895
XLOC-005293#XLOC-005293,XLOC-005293#XLOC-005293,XLOC-005293#XLOC-005293
XLOC-005295#XLOC-005295,XLOC-005295#XLOC-005295,XLOC-005295#XLOC-005295
XLOC-005899#XLOC-005899,XLOC-005899#XLOC-005899,XLOC-005899#XLOC-005899
XLOC-005901#XLOC-005901,XLOC-005901#XLOC-005901,XLOC-005901#XLOC-005901
XLOC-005310#XLOC-005310,XLOC-005310#XLOC-005310,XLOC-005310#XLOC-005310
XLOC-005308#JGN1A-DANRE#Q5XJX0,Q5XJX0,jagn1a
XLOC-005919#QKIA-XENLA#Q32NN2,Q32NN2,qki.S
XLOC-005905#XLOC-005905,XLOC-005905#XLOC-005905,XLOC-005905#XLOC-005905
XLOC-005906#RTBS-DROME#Q95SX7,Q95SX7,RTase
XLOC-005907#XLOC-005907,XLOC-005907#XLOC-005907,XLOC-005907#XLOC-005907
XLOC-005908#XLOC-005908,XLOC-005908#XLOC-005908,XLOC-005908#XLOC-005908
XLOC-005911#XLOC-005911,XLOC-005911#XLOC-005911,XLOC-005911#XLOC-005911
XLOC-005910#XLOC-005910,XLOC-005910#XLOC-005910,XLOC-005910#XLOC-005910
XLOC-005913#XLOC-005913,XLOC-005913#XLOC-005913,XLOC-005913#XLOC-005913
gene-evm.model.ptg000009l.658,gene-evm.model.ptg000009l.658,gene-evm.model.ptg000009l.658
XLOC-005917#XLOC-005917,XLOC-005917#XLOC-005917,XLOC-005917#XLOC-005917
XLOC-005316#POL3-DROME#P04323,P04323,pol
XLOC-005317#XLOC-005317,XLOC-005317#XLOC-005317,XLOC-005317#XLOC-005317
gene-evm.model.ptg000009l.619-1#C298A-XENLA#A0A1L8HCK2,A0A1L8HCK2,cfap298-a
XLOC-005321#STK10-HUMAN#O94804,O94804,STK10
gene-evm.model.ptg000009l.641,gene-evm.model.ptg000009l.641,gene-evm.model.ptg000009l.641
gene-evm.model.ptg000009l.636,gene-evm.model.ptg000009l.636,gene-evm.model.ptg000009l.636
XLOC-005923#XLOC-005923,XLOC-005923#XLOC-005923,XLOC-005923#XLOC-005923
gene-evm.model.ptg000009l.634,gene-evm.model.ptg000009l.634,gene-evm.model.ptg000009l.634
XLOC-005924#XLOC-005924,XLOC-005924#XLOC-005924,XLOC-005924#XLOC-005924
gene-evm.model.ptg000009l.629,gene-evm.model.ptg000009l.629,gene-evm.model.ptg000009l.629
XLOC-005925#XLOC-005925,XLOC-005925#XLOC-005925,XLOC-005925#XLOC-005925
XLOC-005927#XLOC-005927,XLOC-005927#XLOC-005927,XLOC-005927#XLOC-005927
XLOC-005928#XLOC-005928,XLOC-005928#XLOC-005928,XLOC-005928#XLOC-005928
XLOC-005331#XLOC-005331,XLOC-005331#XLOC-005331,XLOC-005331#XLOC-005331
XLOC-005933#XLOC-005933,XLOC-005933#XLOC-005933,XLOC-005933#XLOC-005933
XLOC-005934#XLOC-005934,XLOC-005934#XLOC-005934,XLOC-005934#XLOC-005934
